provider	category	event_id	version	event(fields)	event_type	description
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	13	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	14	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	15	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	16	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	17	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	18	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	19	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	20	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	21	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	22	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	23	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	24	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	25	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	26	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	27	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	236	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	237	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	238	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	239	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	240	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	241	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	242	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	243	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
File Kernel Trace; Operation Set 1	{F681E6CC-EC6C-4ee9-90A6-C0C4E83276C2}	249	0	FileOperation(UInt32 Status, UInt8 Operation, UInt8 MinorOperation, UInt32 SequenceNumber, UInt8 IsPagingIO, UInt8 IsFastIO, UInt8 IsDirectory, UInt8 CreateOnExisting, SInt64 StartTime, UInt32 ProcessId, SInt64 ProcessCreateTime, UInt64 FileObject, SInt64 LastAccessTime, UInt32 SessionId, UInt64 WindowStation, UInt32 AccessToken, UInt32 SidLength, UInt32 ParametersLength, UInt32 ResultLength, UInt32 PreviousValueLength, Object UserSID, UInt8 OperationalParameters, UInt8 ResultData, UInt8 PreviousValue, String FileName, String VolumeDosName, String VolumeGuidName, String VolumeName)	FileTrace	
